"name","movie_duration","movie_year","genres","countries"
"Саймон Амстелл: Онемение души (ТВ)",58,2012,"[комедия]","[Великобритания]"
"Гранд Централ. Любовь на атомы",94,2013,"[драма, мелодрама]","[Франция, Австрия]"
"Дом с паранормальными явлениями 2",87,2014,"[ужасы, комедия]","[США]"
"Новое платье императора",107,2001,"[драма, мелодрама, комедия]","[Италия, Великобритания, Германия]"
"Рыцарь смерти",82,2013,"[ужасы, фэнтези, боевик]","[США, Великобритания]"
"Атлант расправил плечи: Часть 3",99,2014,"[фантастика, драма, детектив]","[США]"
"Лев готовится к прыжку",91,1968,"[боевик, комедия]","[Венгрия]"
"Чужой район 2 (сериал)",45,2012,"[детектив, криминал]","[Россия]"
"Билет на двоих (мини-сериал)","-",2013,"[мелодрама]","[Украина]"
"Клан Токио",116,2014,"[фантастика, драма, комедия]","[Япония]"
"Целуй меня, идиот",94,2013,"[драма, мелодрама, комедия]","[Норвегия]"
"Спаси и сохрани",107,2000,"[ужасы, триллер, драма, криминал]","[США, Германия]"
"Убийства в Сен-Мало (ТВ)",90,2013,"[триллер, детектив]","[Франция]"
"Операция «Мертвый снег» 2",101,2014,"[ужасы, боевик, комедия]","[Норвегия, Исландия, США, Великобритания]"
"Кровавый пунш",104,2013,"[ужасы, триллер]","[США]"
"Мальчишки с улицы Пал",110,1968,"[драма]","[Венгрия, США]"
"Том и Джерри: Гигантское приключение (видео)",57,2013,"[мультфильм, комедия, семейный]","[США]"
"Barbie: Марипоса и Принцесса-фея (видео)",76,2013,"[мультфильм]","[США]"
"Barbie и ее сестры в Сказке о пони (видео)",72,2013,"[мультфильм]","[США]"
"Monster High: 13 желаний (видео)",71,2013,"[мультфильм]","[США]"
"Наследники (сериал)",65,2013,"[мелодрама]","[Корея Южная]"
"Брачное агентство «Сирано» (сериал)","-",2013,"[драма, мелодрама]","[Корея Южная]"
"Богиня огня Чжон И (сериал)",70,2013,,"[Корея Южная]"
"Смертельные добродетели: Люби, чти, подчиняйся.",87,2013,"[триллер, драма]","[Великобритания, Нидерланды]"
"Игра престолов: Сезон 2 – Описание персонажей (видео)",16,2013,"[документальный]","[США]"
"Похищение чемпиона",95,1999,"[драма, мелодрама, криминал, спорт]","[Великобритания, США]"
"Тишина и крик",73,1968,,"[Венгрия]"
"Страдающий амнезией",90,2014,"[ужасы, триллер, драма, детектив]","[США]"
"Фильм '72 (сериал)",30,1971,"[ток-шоу]","[Великобритания]"
"+1 (видео)",140,2013,,"[Россия]"
"Матч",95,1999,"[мелодрама, комедия, спорт]","[Великобритания]"
"Шоу Чарли Роуза (сериал 1991 – 2012)",60,1991,"[новости, ток-шоу]","[США]"
"Черные кошки (сериал)",45,2013,"[детектив, военный, драма]","[Россия]"
"Доктор Кто': Лучшие моменты (мини-сериал)",60,2009,"[документальный]","[Великобритания]"
"Другая жизнь Ришара Кемпа",102,2013,"[фэнтези, триллер, криминал]","[Франция]"
"Убийство на 100 миллионов",108,2013,"[детектив]","[Россия]"
"Экзистенция",97,1999,"[ужасы, фантастика]","[Канада, Великобритания]"
"Тайная миссия",124,2013,"[боевик, комедия, драма]","[Корея Южная]"
"Дни Фримена. День 1",32,2013,"[фантастика, боевик, приключения]","[Россия]"
"Бал монстров",112,2001,"[драма, мелодрама]","[США]"
"Инкогнито",108,1997,"[триллер, криминал]","[США]"
"Менее привычная жизнь",103,1997,"[фэнтези, мелодрама, комедия, криминал]","[Великобритания, США]"
"Его любовь (мини-сериал)",44,2013,"[мелодрама]","[Россия]"
"Белый Бог",121,2014,"[драма]","[Венгрия, Германия, Швеция]"
"Большая ночь",109,1996,"[драма]","[США]"
"Волк-полицейский",79,2014,"[ужасы, комедия]","[Канада]"
"Лох-Несс",101,1996,"[фэнтези, драма, детектив, приключения]","[Великобритания, США]"
